"","id","burst_","x1_","x2_","y1_","y2_","sl_","direction_p","ta_","t1_","t2_","dt_"
"23","M1",1,1782679.17163536,1782680.0969243,2402288.63454731,2402295.67551341,7.10150429406351,1.44013003778997,2.71135206893677,2009-02-11 23:15:15,2009-02-11 23:45:09,29.8833666682243
"24","M1",1,1782680.0969243,1782677.90063394,2402295.67551341,2402292.83544844,3.59021731309883,-2.22905844567597,2.61399682371365,2009-02-11 23:45:09,2009-02-12 00:15:38,30.499966665109
"25","M1",1,1782677.90063394,1782682.96673753,2402292.83544844,2402269.53884021,23.8410855647677,-1.3566690994443,0.872389346231664,2009-02-12 00:15:38,2009-02-12 00:45:19,29.6833333333333
"26","M1",1,1782682.96673753,1782683.27182347,2402269.53884021,2402288.23901443,18.7026627371528,1.55448316988987,2.91115226933417,2009-02-12 00:45:19,2009-02-12 01:15:09,29.8333333333333
"27","M1",1,1782683.27182347,1782678.01499119,2402288.23901443,2402292.07010115,6.50472990055199,2.51180968358938,0.957326513699514,2009-02-12 01:15:09,2009-02-12 01:45:12,30.0333666682243
"28","M1",1,1782678.01499119,1782955.8111249,2402292.07010115,2402544.81798422,375.569147162601,0.73822080625105,-1.77358887733833,2009-02-12 01:45:12,2009-02-12 02:15:30,30.3000166654587
"29","M1",1,1782955.8111249,1783333.58003544,2402544.81798422,2402603.96490345,382.371165005028,0.155308172533654,-0.582912633717396,2009-02-12 02:15:30,2009-02-12 02:45:58,30.483300002416
"30","M1",2,1784307.79003509,1784312.52378846,2403241.00257696,2403216.16863148,25.2810852060797,-1.38243967665947,NA,2009-02-12 09:30:55,2009-02-12 10:00:18,29.3833333333333
"31","M1",2,1784312.52378846,1784322.92758386,2403216.16863148,2403269.05487732,53.8998511919607,1.37655635441993,2.7589960310794,2009-02-12 10:00:18,2009-02-12 10:30:55,30.6332999984423
"32","M1",2,1784322.92758386,1784305.45774157,2403269.05487732,2403250.52201995,25.4688474766067,-2.32667708312028,2.57995186963938,2009-02-12 10:30:55,2009-02-12 11:00:49,29.883383333683
"33","M1",2,1784305.45774157,1784693.72574096,2403250.52201995,2402542.29695134,807.672450410229,-1.06931547764196,1.25736160547832,2009-02-12 11:00:49,2009-02-12 11:31:08,30.3332833329837
"34","M1",3,1784909.4789252,1784982.60015465,2402426.21082633,2401854.99358271,575.878332294202,-1.44347924548124,NA,2009-02-13 00:45:43,2009-02-13 01:15:10,29.4499833345413
"35","M1",3,1784982.60015465,1785462.6964872,2401854.99358271,2401518.38313453,586.343826053965,-0.611484658448995,0.83199458703224,2009-02-13 01:15:10,2009-02-13 01:45:48,30.6333333333333
"36","M1",3,1785462.6964872,1786018.31147739,2401518.38313453,2400892.18466065,837.157420092419,-0.845052026073144,-0.233567367624149,2009-02-13 01:45:48,2009-02-13 02:15:57,30.15
"37","M1",3,1786018.31147739,1786953.99561556,2400892.18466065,2400453.5819089,1033.38143018938,-0.438337271320493,0.406714754752651,2009-02-13 02:15:57,2009-02-13 02:46:48,30.8666333317757
"38","M1",4,1787338.96321681,1787334.27417748,2400469.06573197,2400448.10400295,21.4797852345732,-1.79086854839552,NA,2009-02-13 03:30:55,2009-02-13 04:00:22,29.4499833345413
"39","M1",4,1787334.27417748,1787327.58312248,2400448.10400295,2400467.08762784,20.1282942879436,1.90966505592538,-2.58265170285868,2009-02-13 04:00:22,2009-02-13 04:30:50,30.4833166678747
"40","M1",4,1787327.58312248,1787303.42205888,2400467.08762784,2400456.90637843,26.2185970923461,-2.74278301640413,1.63073723485007,2009-02-13 04:30:50,2009-02-13 05:00:45,29.9000166654587
"41","M1",4,1787303.42205888,1787333.82341732,2400456.90637843,2400448.66319958,31.4990887547883,-0.264778804730276,2.47800421167386,2009-02-13 05:00:45,2009-02-13 05:31:14,30.4999833345413
"42","M1",6,1787659.39303422,1787486.76620041,2400706.03800912,2400899.50919644,259.289652844884,2.29931935888,NA,2009-02-13 07:00:39,2009-02-13 07:30:14,29.5999499996503
"43","M1",6,1787486.76620041,1787290.27580969,2400899.50919644,2401128.91943776,302.055512230612,2.27905319800345,-0.0202661608765489,2009-02-13 07:30:14,2009-02-13 08:01:01,30.7833333333333
"44","M1",6,1787290.27580969,1787332.07142791,2401128.91943776,2401101.25951886,50.1193058162909,-0.584618791885778,-2.86367198988923,2009-02-13 08:01:01,2009-02-13 08:30:50,29.8166666666667
"45","M1",6,1787332.07142791,1787327.73050531,2401101.25951886,2401115.70098125,15.0797693919491,1.86279199468828,2.44741078657405,2009-02-13 08:30:50,2009-02-13 09:00:51,30.000033334891
"46","M1",6,1787327.73050531,1787325.19559013,2401115.70098125,2401124.36860787,9.03070020726948,1.8553194069532,-0.00747258773507298,2009-02-13 09:00:51,2009-02-13 09:30:42,29.8500166654587
"47","M1",6,1787325.19559013,1787331.8836285,2401124.36860787,2401113.53979432,12.7276494365207,-1.01752516238387,-2.87284456933707,2009-02-13 09:30:42,2009-02-13 10:00:07,29.433300002416
"48","M1",6,1787331.8836285,1787329.41395894,2401113.53979432,2401113.29801163,2.4814766921626,-3.044002818861,-2.02647765647713,2009-02-13 10:00:07,2009-02-13 10:30:12,30.0833333333333
"49","M1",6,1787329.41395894,1787328.81761466,2401113.29801163,2401110.13550938,3.21823662123818,-1.7571750591259,1.2868277597351,2009-02-13 10:30:12,2009-02-13 11:00:11,29.9833333333333
"50","M1",6,1787328.81761466,1787344.29355205,2401110.13550938,2401120.09301292,18.4026224957797,0.571734543660956,2.32890960278686,2009-02-13 11:00:11,2009-02-13 11:30:51,30.6500333309174
"51","M1",6,1787344.29355205,1787340.99238732,2401120.09301292,2401098.01349345,22.3249382659381,-1.7192094934118,-2.29094403707276,2009-02-13 11:30:51,2009-02-13 12:00:42,29.8499833345413
"52","M1",6,1787340.99238732,1787303.48104339,2401098.01349345,2401132.15808052,50.72429151384,2.40314500236564,-2.16083081140214,2009-02-13 12:00:42,2009-02-13 12:30:13,29.5333166678747
"53","M1",6,1787303.48104339,1787311.57172595,2401132.15808052,2401125.39534937,10.5448412469918,-0.696231444607596,-3.09937644697324,2009-02-13 12:30:13,2009-02-13 13:00:20,30.1166666666667
"54","M1",6,1787311.57172595,1787456.64174715,2401125.39534937,2401120.61440445,145.148780517956,-0.0329441957639016,0.663287248843694,2009-02-13 13:00:20,2009-02-13 13:30:44,30.4
"55","M1",6,1787456.64174715,1787466.55058688,2401120.61440445,2401104.71532798,18.7340795708159,-1.01346819190318,-0.980523996139278,2009-02-13 13:30:44,2009-02-13 14:00:49,30.066699997584
"56","M1",6,1787466.55058688,1786918.52481436,2401104.71532798,2399961.78635816,1267.52470484571,-2.01790368413072,-1.00443549222754,2009-02-13 14:00:49,2009-02-13 14:30:15,29.4499499996503
"57","M1",7,1786854.18346417,1786813.55005484,2399788.76368125,2400355.5339552,568.224970757427,1.64236678178353,NA,2009-02-14 00:16:13,2009-02-14 00:45:44,29.5332833329837
"58","M1",7,1786813.55005484,1786028.52460989,2400355.5339552,2400829.59761448,917.061231474066,2.5983227674448,0.955955985661266,2009-02-14 00:45:44,2009-02-14 01:16:59,31.233383333683
"59","M1",7,1786028.52460989,1785565.27216996,2400829.59761448,2401210.87007668,599.976260805324,2.45296360104208,-0.145359166402718,2009-02-14 01:16:59,2009-02-14 01:45:24,28.4332833329837
"60","M1",7,1785565.27216996,1784758.56340878,2401210.87007668,2401761.67000456,976.810926390498,2.54252142409878,0.0895578230566998,2009-02-14 01:45:24,2009-02-14 02:15:23,29.9667166670163
"61","M1",7,1784758.56340878,1784671.47807068,2401761.67000456,2402078.35679452,328.442352691743,1.83915217725091,-0.703369246847863,2009-02-14 02:15:23,2009-02-14 02:45:38,30.266616666317
"62","M1",7,1784671.47807068,1784708.50070191,2402078.35679452,2402346.49629297,270.683331319282,1.43359154912912,-0.405560628121798,2009-02-14 02:45:38,2009-02-14 03:15:43,30.0833333333333
"63","M1",8,1784719.73401416,1784736.80180255,2402326.0400452,2402350.33579293,29.6916277506778,0.958393774279441,NA,2009-02-14 04:46:28,2009-02-14 05:15:50,29.3833166678747
"64","M1",8,1784736.80180255,1784740.38348974,2402350.33579293,2402336.74807029,14.0518571676017,-1.31306169690735,-2.27145547118679,2009-02-14 05:15:50,2009-02-14 05:45:53,30.033349998792
"65","M1",8,1784740.38348974,1784758.78556063,2402336.74807029,2402379.8286575,46.8462720810319,1.16710213230909,2.48016382921644,2009-02-14 05:45:53,2009-02-14 06:16:10,30.2833333333333
"66","M1",9,1783878.96200928,1782984.06583881,2402928.54780705,2403402.30229594,1012.56232976861,2.65470570410198,NA,2009-02-14 09:30:55,2009-02-14 10:01:15,30.3333333333333
"67","M1",9,1782984.06583881,1782922.4817795,2403402.30229594,2403121.21251871,287.756944703917,-1.78647881640496,1.84200078667265,2009-02-14 10:01:15,2009-02-14 10:30:13,28.9832833329837
"68","M1",9,1782922.4817795,1782218.88852735,2403121.21251871,2403388.90851542,752.797855428144,2.77803517102437,-1.71867131975026,2009-02-14 10:30:13,2009-02-14 11:00:54,30.6833333333333
"69","M1",9,1782218.88852735,1781842.39412308,2403388.90851542,2403486.23569841,388.87095159004,2.8886217142305,0.11058654320613,2009-02-14 11:00:54,2009-02-14 11:30:37,29.7000500003497
"70","M1",9,1781842.39412308,1781247.38449172,2403486.23569841,2403679.29462703,625.546330287204,2.82784604483895,-0.0607756693915515,2009-02-14 11:30:37,2009-02-14 12:00:49,30.2
"71","M1",9,1781247.38449172,1781024.75926253,2403679.29462703,2403331.39873741,413.029711622419,-2.14005213302364,1.315287129317,2009-02-14 12:00:49,2009-02-14 12:30:21,29.5499499996503
"72","M1",9,1781024.75926253,1780301.93718131,2403331.39873741,2403674.16855859,799.976819290391,2.69878867467165,-1.4443444994843,2009-02-14 12:30:21,2009-02-14 13:00:49,30.4500500003497
"73","M1",9,1780301.93718131,1780106.96569284,2403674.16855859,2403715.74481352,199.355126069451,2.93149671583838,0.232708041166727,2009-02-14 13:00:49,2009-02-14 13:31:05,30.266650001208
"74","M1",10,1781510.48019954,1781367.12249993,2403079.87712375,2402238.23784292,853.761154576772,-1.73950867633231,NA,2009-02-15 00:15:48,2009-02-15 00:45:44,29.9333500027657
"75","M1",10,1781367.12249993,1781366.6819102,2402238.23784292,2402236.35354074,1.9351263552711,-1.80049085379373,-0.060982177461419,2009-02-15 00:45:44,2009-02-15 01:15:20,29.583349998792
"76","M1",10,1781366.6819102,1781450.96270166,2402236.35354074,2402129.91876714,135.763076132178,-0.901042288906002,0.899448564887726,2009-02-15 01:15:20,2009-02-15 01:45:50,30.5166333317757
"77","M1",10,1781450.96270166,1781444.04819737,2402129.91876714,2402117.71688807,14.0248430456555,-2.08635191951558,-1.18530963060958,2009-02-15 01:45:50,2009-02-15 02:15:13,29.3667000015577
"78","M1",10,1781444.04819737,1781450.8174022,2402117.71688807,2402132.1582254,15.9491177739226,1.1324695337465,-3.0643638539175,2009-02-15 02:15:13,2009-02-15 02:46:03,30.849966665109
"79","M1",11,1781442.86787225,1781446.89605054,2402139.84296406,2402139.32639273,4.06116563257317,-0.127543316642805,NA,2009-02-15 03:31:11,2009-02-15 04:00:52,29.6833333333333
"80","M1",12,1781456.91104223,1781367.07542752,2402136.87343951,2402106.09126966,94.963043612076,-2.81148070000019,NA,2009-02-15 04:45:54,2009-02-15 05:15:16,29.3666499972343
"81","M1",12,1781367.07542752,1781447.50688848,2402106.09126966,2402126.81551151,83.0584981349599,0.252178147000673,3.06365884700086,2009-02-15 05:15:16,2009-02-15 05:45:51,30.5667000015577
"82","M1",12,1781447.50688848,1781450.93416121,2402126.81551151,2402128.16643196,3.68390885721954,0.375468503580244,0.12329035657957,2009-02-15 05:45:51,2009-02-15 06:15:16,29.4333166678747
"83","M1",12,1781450.93416121,1781452.89036038,2402128.16643196,2402123.117068,5.4150523168933,-1.20118597162911,-1.57665447520935,2009-02-15 06:15:16,2009-02-15 06:45:17,30.0000333309174
"84","M1",12,1781452.89036038,1781366.70434287,2402123.117068,2402097.9760943,89.7780495115907,-2.85776234568032,-1.65657637405121,2009-02-15 06:45:17,2009-02-15 07:15:09,29.866650001208
"85","M1",12,1781366.70434287,1781370.70735189,2402097.9760943,2402054.69839247,43.4624384583976,-1.47856288555248,1.37919946012783,2009-02-15 07:15:09,2009-02-15 07:45:40,30.5166833321253
"86","M1",12,1781370.70735189,1781367.55137113,2402054.69839247,2402228.47455296,173.804816300607,1.5889555141233,3.06751839967578,2009-02-15 07:45:40,2009-02-15 08:16:49,31.15
"87","M1",12,1781367.55137113,1781364.49826926,2402228.47455296,2402232.11590298,4.75193234404518,2.26854861284125,0.679593098717954,2009-02-15 08:16:49,2009-02-15 08:45:10,28.3499833345413
"88","M1",12,1781364.49826926,1781370.62651359,2402232.11590298,2402237.81538886,8.36896158121018,0.749163755849998,-1.51938485699125,2009-02-15 08:45:10,2009-02-15 09:15:17,30.1166666666667
"89","M1",12,1781370.62651359,1781361.64319697,2402237.81538886,2402227.57006473,13.6259547964276,-2.29065682931992,-3.03982058516992,2009-02-15 09:15:17,2009-02-15 09:45:11,29.916650001208
"90","M1",12,1781361.64319697,1781469.2311626,2402227.57006473,2402131.36007928,144.331325949119,-0.729626353022631,1.56103047629729,2009-02-15 09:45:11,2009-02-15 10:15:51,30.6500333309174
"91","M1",13,1781473.42720933,1781453.78457725,2402142.60850545,2402137.85607483,20.2093689142255,-2.90420970508635,NA,2009-02-15 11:00:47,2009-02-15 11:30:48,30.033300002416
"92","M1",13,1781453.78457725,1781469.33333055,2402137.85607483,2402117.04063547,25.9816520782472,-0.929229698802417,1.97498000628393,2009-02-15 11:30:48,2009-02-15 12:00:49,30.0000166654587
"93","M1",13,1781469.33333055,1781450.64990152,2402117.04063547,2402132.83059415,24.4620791313055,2.43993167016475,-2.91402393821242,2009-02-15 12:00:49,2009-02-15 12:31:27,30.649966665109
"94","M1",14,1782133.24023385,1782078.90993855,2401913.79392789,2402059.18465314,155.210321739697,1.92841339366857,NA,2009-02-15 23:16:43,2009-02-15 23:45:44,29.0333166678747
"95","M1",14,1782078.90993855,1782054.91110068,2402059.18465314,2402058.06195178,24.0250843439054,-3.09484524779759,1.25992666571342,2009-02-15 23:45:44,2009-02-16 00:15:26,29.683349998792
"96","M1",14,1782054.91110068,1782198.33285727,2402058.06195178,2402332.67444327,309.809329656872,1.08949216944094,-2.09884788994106,2009-02-16 00:15:26,2009-02-16 00:45:08,29.7166333317757
"97","M1",14,1782198.33285727,1782568.99231484,2402332.67444327,2403281.36043327,1018.52517942428,1.19832564002292,0.108833470581983,2009-02-16 00:45:08,2009-02-16 01:16:11,31.0333666682243
"98","M1",14,1782568.99231484,1782701.37038051,2403281.36043327,2403926.46974598,658.551423668756,1.36840337188471,0.170077731861792,2009-02-16 01:16:11,2009-02-16 01:45:23,29.2
"99","M1",14,1782701.37038051,1782706.76822107,2403926.46974598,2403918.68729374,9.47117973761628,-0.964384518095689,-2.3327878899804,2009-02-16 01:45:23,2009-02-16 02:15:05,29.7166333317757
"100","M1",14,1782706.76822107,1782686.75625694,2403918.68729374,2403897.71890604,28.985375471285,-2.33286013783307,-1.36847561973738,2009-02-16 02:15:05,2009-02-16 02:45:14,30.1500166694323
"101","M1",14,1782686.75625694,1782683.85280936,2403897.71890604,2403905.63291669,8.4298026267254,1.92242418678194,-2.02790098256458,2009-02-16 02:45:14,2009-02-16 03:15:46,30.516699997584
"102","M1",14,1782683.85280936,1782679.62212578,2403905.63291669,2403905.17043496,4.25588685478471,-3.03270892444274,1.3280521959549,2009-02-16 03:15:46,2009-02-16 03:45:06,29.3333166678747
"103","M1",14,1782679.62212578,1782680.38919021,2403905.17043496,2403908.03950896,2.96984401077634,1.30955038378501,-1.94092599895183,2009-02-16 03:45:06,2009-02-16 04:15:26,30.3333333333333
"104","M1",14,1782680.38919021,1783163.62020397,2403908.03950896,2403580.72013369,583.652453164466,-0.595366374909216,-1.90491675869423,2009-02-16 04:15:26,2009-02-16 04:45:21,29.9166666666667
"105","M1",14,1783163.62020397,1783076.72092562,2403580.72013369,2403423.66944978,179.489280726824,-2.07618487856504,-1.48081850365582,2009-02-16 04:45:21,2009-02-16 05:15:48,30.466650001208
"106","M1",14,1783076.72092562,1783007.52179277,2403423.66944978,2403461.15957483,78.7021566620629,2.64508877261087,-1.56191165600368,2009-02-16 05:15:48,2009-02-16 05:45:38,29.8333333333333
"107","M1",14,1783007.52179277,1782984.47651795,2403461.15957483,2403443.42249712,29.0807258699435,-2.48562601464484,1.15247051992388,2009-02-16 05:45:38,2009-02-16 06:15:29,29.8499833305677
"108","M1",14,1782984.47651795,1782661.60003133,2403443.42249712,2403933.90725174,587.217608840244,2.15297054027827,-1.64458875225648,2009-02-16 06:15:29,2009-02-16 06:45:15,29.7666666666667
"109","M1",14,1782661.60003133,1782554.52988399,2403933.90725174,2404223.70891128,308.948245380173,1.92470126621069,-0.228269274067587,2009-02-16 06:45:15,2009-02-16 07:15:24,30.1500166694323
"110","M1",14,1782554.52988399,1781791.1925685,2404223.70891128,2404254.14692685,763.943931194005,3.10173884573495,1.17703757952426,2009-02-16 07:15:24,2009-02-16 07:45:20,29.9166833321253
"111","M1",14,1781791.1925685,1781762.27165375,2404254.14692685,2404268.61313601,32.3371383637251,2.67778595367459,-0.423952892060365,2009-02-16 07:45:20,2009-02-16 08:16:36,31.2833166678747
"112","M1",14,1781762.27165375,1781783.06243657,2404268.61313601,2404256.27565055,24.1758184524485,-0.535560782416185,3.06983857108881,2009-02-16 08:16:36,2009-02-16 08:45:45,29.1333666642507
"113","M1",14,1781783.06243657,1781977.86421473,2404256.27565055,2404597.06558223,392.537272503998,1.05150716101624,1.58706794343243,2009-02-16 08:45:45,2009-02-16 09:15:35,29.8499499996503
"114","M1",14,1781977.86421473,1782421.16376698,2404597.06558223,2404708.1864464,457.014594378346,0.245606956033329,-0.805900204982915,2009-02-16 09:15:35,2009-02-16 09:45:26,29.8333666682243
"115","M1",14,1782421.16376698,1782550.46559831,2404708.1864464,2403987.5807175,732.114458342521,-1.39325078840993,-1.63885774444325,2009-02-16 09:45:26,2009-02-16 10:15:35,30.1666333317757
"116","M1",14,1782550.46559831,1782681.87251998,2403987.5807175,2403824.6808829,209.294374444348,-0.891999619169901,0.501251169240025,2009-02-16 10:15:35,2009-02-16 10:45:24,29.8166666666667
"117","M1",14,1782681.87251998,1782725.46153764,2403824.6808829,2403760.53047588,77.5582180132062,-0.973974277736855,-0.0819746585669536,2009-02-16 10:45:24,2009-02-16 11:15:51,30.4333666682243
"118","M1",14,1782725.46153764,1782721.59370745,2403760.53047588,2403764.21944829,5.34496283875887,2.37985851882226,-2.92935251062047,2009-02-16 11:15:51,2009-02-16 11:45:20,29.4999833345413
"119","M1",14,1782721.59370745,1782723.51751462,2403764.21944829,2403764.60629383,1.96231585409068,0.198436999295465,-2.18142151952679,2009-02-16 11:45:20,2009-02-16 12:15:11,29.85
"120","M1",14,1782723.51751462,1782717.13842584,2403764.60629383,2403770.84708703,8.92413993291611,2.3671525998096,2.16871560051414,2009-02-16 12:15:11,2009-02-16 12:45:43,30.533316663901
"121","M1",14,1782717.13842584,1782725.39472066,2403770.84708703,2403752.23435421,20.3617343826083,-1.15329144466906,2.76274126270093,2009-02-16 12:45:43,2009-02-16 13:16:04,30.333383333683
"122","M1",15,1782734.84537061,1782722.95152392,2403764.26947458,2403747.05029177,20.927585751982,-2.1752752768123,NA,2009-02-16 14:00:43,2009-02-16 14:30:59,30.2666666666667
"123","M1",15,1782722.95152392,1782728.81075621,2403747.05029177,2403761.74883642,15.8233314340329,1.19147439272596,-2.91643563764133,2009-02-16 14:30:59,2009-02-16 15:01:33,30.5666666666667
"124","M1",15,1782728.81075621,1782727.69203758,2403761.74883642,2403762.51741093,1.35729073935488,2.53963591402152,1.34816152129555,2009-02-16 15:01:33,2009-02-16 15:30:54,29.366616666317
"125","M1",15,1782727.69203758,1782714.73605224,2403762.51741093,2403776.89300704,19.3523982920798,2.30430081445698,-0.235335099564534,2009-02-16 15:30:54,2009-02-16 16:00:50,29.9333500027657
"126","M1",15,1782714.73605224,1782699.55067985,2403776.89300704,2403753.62274448,27.7866992364918,-2.14897300500881,1.8299114877138,2009-02-16 16:00:50,2009-02-16 16:30:45,29.9000333309174
"127","M1",15,1782699.55067985,1782732.00866272,2403753.62274448,2403748.42648153,32.8712914360991,-0.158744950959159,1.99022805404965,2009-02-16 16:30:45,2009-02-16 17:01:33,30.7999833345413
"128","M1",15,1782732.00866272,1782745.77368605,2403748.42648153,2403793.33011681,46.96607635989,1.27334503112578,1.43208998208494,2009-02-16 17:01:33,2009-02-16 17:31:14,29.683349998792
"129","M1",15,1782745.77368605,1782729.02757339,2403793.33011681,2403782.43776855,19.976875124274,-2.56490789783791,2.44493237821589,2009-02-16 17:31:14,2009-02-16 18:00:54,29.6666666666667
"130","M1",15,1782729.02757339,1782732.06316472,2403782.43776855,2403766.44702369,16.2763243977043,-1.38319434403827,1.18171355379964,2009-02-16 18:00:54,2009-02-16 18:30:19,29.416650001208
"131","M1",15,1782732.06316472,1782729.13610647,2403766.44702369,2403740.43036813,26.1807951889786,-1.68283229200517,-0.299637947966901,2009-02-16 18:30:19,2009-02-16 19:00:47,30.4666666666667
"132","M1",15,1782729.13610647,1782700.46335317,2403740.43036813,2403738.43831135,28.7418696691688,-3.07222851247602,-1.38939622047085,2009-02-16 19:00:47,2009-02-16 19:30:51,30.0832999984423
"133","M1",15,1782700.46335317,1782773.29497019,2403738.43831135,2403720.75653602,74.9472455588567,-0.238168219610573,2.83406029286545,2009-02-16 19:30:51,2009-02-16 20:01:20,30.4667166670163
"134","M1",15,1782773.29497019,1782723.37872448,2403720.75653602,2403748.03579899,56.8840027962149,2.64144001847166,2.87960823808223,2009-02-16 20:01:20,2009-02-16 20:31:20,30.0166333357493
"135","M1",15,1782723.37872448,1782724.79831887,2403748.03579899,2403764.07135298,16.0982682323177,1.48249858604797,-1.15894143242368,2009-02-16 20:31:20,2009-02-16 21:00:55,29.566699997584
"136","M1",15,1782724.79831887,1782730.17857366,2403764.07135298,2403751.17412494,13.9744635965404,-1.17558181257057,-2.65808039861854,2009-02-16 21:00:55,2009-02-16 21:30:51,29.9333166678747
"137","M1",15,1782730.17857366,1782724.99165373,2403751.17412494,2403756.58335156,7.49425586673825,2.33521761173314,-2.77238588287588,2009-02-16 21:30:51,2009-02-16 22:00:57,30.1
"138","M1",15,1782724.99165373,1782729.54004711,2403756.58335156,2403750.58644748,7.52666864818467,-0.921904725211311,3.02606297023514,2009-02-16 22:00:57,2009-02-16 22:30:50,29.899966665109
"139","M1",15,1782729.54004711,1782727.49847618,2403750.58644748,2403994.54929616,243.971390845146,1.57916449959001,2.50106922480132,2009-02-16 22:30:50,2009-02-16 23:01:24,30.5500500003497
"140","M1",16,1784367.5640826,1784838.24116331,2403349.70886739,2402885.78579061,660.879365290103,-0.778171665189018,NA,2009-02-17 00:00:43,2009-02-17 00:30:38,29.9166666666667
"141","M1",16,1784838.24116331,1784784.18920944,2402885.78579061,2402138.2519449,749.485466304759,-1.64297773839244,-0.864806073203417,2009-02-17 00:30:38,2009-02-17 01:01:23,30.7666333317757
"142","M1",18,1783089.28926559,1783110.31697358,2402673.95567417,2402680.09744935,21.9062983106348,0.284175092670844,NA,2009-02-17 02:45:49,2009-02-17 03:15:25,29.5999833345413
