,id,burst_,x1_,x2_,y1_,y2_,sl_,direction_p,ta_,t1_,t2_,dt_,recreating step lenghth
15,M1,1,1782678.38,1782675.951,2402288.906,2402301.527,12.85205584,1.760916314,-3.006428739,11/02/2009 19:15,11/02/2009 19:45,30.15,
16,M1,1,1782675.951,1782678.051,2402301.527,2402267.444,34.14713128,-1.509251122,3.013017871,11/02/2009 19:45,11/02/2009 20:15,30.35001667,
17,M1,1,1782678.051,1782677.513,2402267.444,2402289.918,22.4804584,1.594754658,3.10400578,11/02/2009 20:15,11/02/2009 20:45,29.48335,
18,M1,1,1782677.513,1782691.514,2402289.918,2402292.993,14.3349357,0.216192136,-1.378562522,11/02/2009 20:45,11/02/2009 21:15,30.08331667,
19,M1,1,1782691.514,1782672.068,2402292.993,2402297.897,20.05446794,2.89458064,2.678388505,11/02/2009 21:15,11/02/2009 21:45,29.78336666,
20,M1,1,1782672.068,1782680.747,2402297.897,2402290.248,11.5683044,-0.722408007,2.66619666,11/02/2009 21:45,11/02/2009 22:15,30.15,
21,M1,1,1782680.747,1782676.015,2402290.248,2402298.855,9.821646945,2.073471605,2.795879611,11/02/2009 22:15,11/02/2009 22:45,30.13331667,
22,M1,1,1782676.015,1782679.172,2402298.855,2402288.635,10.69647006,-1.271222031,2.938491672,11/02/2009 22:45,11/02/2009 23:15,29.8833,
23,M1,1,1782679.172,1782680.097,2402288.635,2402295.676,7.101504294,1.440130038,2.711352069,11/02/2009 23:15,11/02/2009 23:45,29.88336667,
24,M1,1,1782680.097,1782677.901,2402295.676,2402292.835,3.590217313,-2.229058446,2.613996824,11/02/2009 23:45,12/02/2009 0:15,30.49996667,
25,M1,1,1782677.901,1782682.967,2402292.835,2402269.539,23.84108556,-1.356669099,0.872389346,12/02/2009 0:15,12/02/2009 0:45,29.68333333,
26,M1,1,1782682.967,1782683.272,2402269.539,2402288.239,18.70266274,1.55448317,2.911152269,12/02/2009 0:45,12/02/2009 1:15,29.83333333,
27,M1,1,1782683.272,1782678.015,2402288.239,2402292.07,6.504729901,2.511809684,0.957326514,12/02/2009 1:15,12/02/2009 1:45,30.03336667,
28,M1,1,1782678.015,1782955.811,2402292.07,2402544.818,375.5691472,0.738220806,-1.773588877,12/02/2009 1:45,12/02/2009 2:15,30.30001667,
29,M1,1,1782955.811,1783333.58,2402544.818,2402603.965,382.371165,0.155308173,-0.582912634,12/02/2009 2:15,12/02/2009 2:45,30.4833,
30,M1,2,1784307.79,1784312.524,2403241.003,2403216.169,25.28108521,-1.382439677,NA,12/02/2009 9:30,12/02/2009 10:00,29.38333333,
31,M1,2,1784312.524,1784322.928,2403216.169,2403269.055,53.89985119,1.376556354,2.758996031,12/02/2009 10:00,12/02/2009 10:30,30.6333,
32,M1,2,1784322.928,1784305.458,2403269.055,2403250.522,25.46884748,-2.326677083,2.57995187,12/02/2009 10:30,12/02/2009 11:00,29.88338333,
33,M1,2,1784305.458,1784693.726,2403250.522,2402542.297,807.6724504,-1.069315478,1.257361605,12/02/2009 11:00,12/02/2009 11:31,30.33328333,
34,M1,3,1784909.479,1784982.6,2402426.211,2401854.994,575.8783323,-1.443479245,NA,13/02/2009 0:45,13/02/2009 1:15,29.44998333,
35,M1,3,1784982.6,1785462.696,2401854.994,2401518.383,586.3438261,-0.611484658,0.831994587,13/02/2009 1:15,13/02/2009 1:45,30.63333333,
36,M1,3,1785462.696,1786018.311,2401518.383,2400892.185,837.1574201,-0.845052026,-0.233567368,13/02/2009 1:45,13/02/2009 2:15,30.15,
37,M1,3,1786018.311,1786953.996,2400892.185,2400453.582,1033.38143,-0.438337271,0.406714755,13/02/2009 2:15,13/02/2009 2:46,30.86663333,
38,M1,4,1787338.963,1787334.274,2400469.066,2400448.104,21.47978523,-1.790868548,NA,13/02/2009 3:30,13/02/2009 4:00,29.44998333,
39,M1,4,1787334.274,1787327.583,2400448.104,2400467.088,20.12829429,1.909665056,-2.582651703,13/02/2009 4:00,13/02/2009 4:30,30.48331667,
40,M1,4,1787327.583,1787303.422,2400467.088,2400456.906,26.21859709,-2.742783016,1.630737235,13/02/2009 4:30,13/02/2009 5:00,29.90001667,
41,M1,4,1787303.422,1787333.823,2400456.906,2400448.663,31.49908875,-0.264778805,2.478004212,13/02/2009 5:00,13/02/2009 5:31,30.49998333,
42,M1,6,1787659.393,1787486.766,2400706.038,2400899.509,259.2896528,2.299319359,NA,13/02/2009 7:00,13/02/2009 7:30,29.59995,
43,M1,6,1787486.766,1787290.276,2400899.509,2401128.919,302.0555122,2.279053198,-0.020266161,13/02/2009 7:30,13/02/2009 8:01,30.78333333,
44,M1,6,1787290.276,1787332.071,2401128.919,2401101.26,50.11930582,-0.584618792,-2.86367199,13/02/2009 8:01,13/02/2009 8:30,29.81666667,
45,M1,6,1787332.071,1787327.731,2401101.26,2401115.701,15.07976939,1.862791995,2.447410787,13/02/2009 8:30,13/02/2009 9:00,30.00003333,
46,M1,6,1787327.731,1787325.196,2401115.701,2401124.369,9.030700207,1.855319407,-0.007472588,13/02/2009 9:00,13/02/2009 9:30,29.85001667,
47,M1,6,1787325.196,1787331.884,2401124.369,2401113.54,12.72764944,-1.017525162,-2.872844569,13/02/2009 9:30,13/02/2009 10:00,29.4333,
48,M1,6,1787331.884,1787329.414,2401113.54,2401113.298,2.481476692,-3.044002819,-2.026477656,13/02/2009 10:00,13/02/2009 10:30,30.08333333,
49,M1,6,1787329.414,1787328.818,2401113.298,2401110.136,3.218236621,-1.757175059,1.28682776,13/02/2009 10:30,13/02/2009 11:00,29.98333333,
50,M1,6,1787328.818,1787344.294,2401110.136,2401120.093,18.4026225,0.571734544,2.328909603,13/02/2009 11:00,13/02/2009 11:30,30.65003333,
51,M1,6,1787344.294,1787340.992,2401120.093,2401098.013,22.32493827,-1.719209493,-2.290944037,13/02/2009 11:30,13/02/2009 12:00,29.84998333,
52,M1,6,1787340.992,1787303.481,2401098.013,2401132.158,50.72429151,2.403145002,-2.160830811,13/02/2009 12:00,13/02/2009 12:30,29.53331667,
53,M1,6,1787303.481,1787311.572,2401132.158,2401125.395,10.54484125,-0.696231445,-3.099376447,13/02/2009 12:30,13/02/2009 13:00,30.11666667,
54,M1,6,1787311.572,1787456.642,2401125.395,2401120.614,145.1487805,-0.032944196,0.663287249,13/02/2009 13:00,13/02/2009 13:30,30.4,
55,M1,6,1787456.642,1787466.551,2401120.614,2401104.715,18.73407957,-1.013468192,-0.980523996,13/02/2009 13:30,13/02/2009 14:00,30.0667,
56,M1,6,1787466.551,1786918.525,2401104.715,2399961.786,1267.524705,-2.017903684,-1.004435492,13/02/2009 14:00,13/02/2009 14:30,29.44995,
57,M1,7,1786854.183,1786813.55,2399788.764,2400355.534,568.2249708,1.642366782,NA,14/02/2009 0:16,14/02/2009 0:45,29.53328333,
58,M1,7,1786813.55,1786028.525,2400355.534,2400829.598,917.0612315,2.598322767,0.955955986,14/02/2009 0:45,14/02/2009 1:16,31.23338333,
59,M1,7,1786028.525,1785565.272,2400829.598,2401210.87,599.9762608,2.452963601,-0.145359166,14/02/2009 1:16,14/02/2009 1:45,28.43328333,
60,M1,7,1785565.272,1784758.563,2401210.87,2401761.67,976.8109264,2.542521424,0.089557823,14/02/2009 1:45,14/02/2009 2:15,29.96671667,
61,M1,7,1784758.563,1784671.478,2401761.67,2402078.357,328.4423527,1.839152177,-0.703369247,14/02/2009 2:15,14/02/2009 2:45,30.26661667,
62,M1,7,1784671.478,1784708.501,2402078.357,2402346.496,270.6833313,1.433591549,-0.405560628,14/02/2009 2:45,14/02/2009 3:15,30.08333333,
63,M1,8,1784719.734,1784736.802,2402326.04,2402350.336,29.69162775,0.958393774,NA,14/02/2009 4:46,14/02/2009 5:15,29.38331667,
64,M1,8,1784736.802,1784740.383,2402350.336,2402336.748,14.05185717,-1.313061697,-2.271455471,14/02/2009 5:15,14/02/2009 5:45,30.03335,
65,M1,8,1784740.383,1784758.786,2402336.748,2402379.829,46.84627208,1.167102132,2.480163829,14/02/2009 5:45,14/02/2009 6:16,30.28333333,
66,M1,9,1783878.962,1782984.066,2402928.548,2403402.302,1012.56233,2.654705704,NA,14/02/2009 9:30,14/02/2009 10:01,30.33333333,
67,M1,9,1782984.066,1782922.482,2403402.302,2403121.213,287.7569447,-1.786478816,1.842000787,14/02/2009 10:01,14/02/2009 10:30,28.98328333,
68,M1,9,1782922.482,1782218.889,2403121.213,2403388.909,752.7978554,2.778035171,-1.71867132,14/02/2009 10:30,14/02/2009 11:00,30.68333333,
69,M1,9,1782218.889,1781842.394,2403388.909,2403486.236,388.8709516,2.888621714,0.110586543,14/02/2009 11:00,14/02/2009 11:30,29.70005,
70,M1,9,1781842.394,1781247.384,2403486.236,2403679.295,625.5463303,2.827846045,-0.060775669,14/02/2009 11:30,14/02/2009 12:00,30.2,
71,M1,9,1781247.384,1781024.759,2403679.295,2403331.399,413.0297116,-2.140052133,1.315287129,14/02/2009 12:00,14/02/2009 12:30,29.54995,
72,M1,9,1781024.759,1780301.937,2403331.399,2403674.169,799.9768193,2.698788675,-1.444344499,14/02/2009 12:30,14/02/2009 13:00,30.45005,
73,M1,9,1780301.937,1780106.966,2403674.169,2403715.745,199.3551261,2.931496716,0.232708041,14/02/2009 13:00,14/02/2009 13:31,30.26665,
74,M1,10,1781510.48,1781367.122,2403079.877,2402238.238,853.7611546,-1.739508676,NA,15/02/2009 0:15,15/02/2009 0:45,29.93335,
75,M1,10,1781367.122,1781366.682,2402238.238,2402236.354,1.935126355,-1.800490854,-0.060982177,15/02/2009 0:45,15/02/2009 1:15,29.58335,
76,M1,10,1781366.682,1781450.963,2402236.354,2402129.919,135.7630761,-0.901042289,0.899448565,15/02/2009 1:15,15/02/2009 1:45,30.51663333,
77,M1,10,1781450.963,1781444.048,2402129.919,2402117.717,14.02484305,-2.08635192,-1.185309631,15/02/2009 1:45,15/02/2009 2:15,29.3667,
78,M1,10,1781444.048,1781450.817,2402117.717,2402132.158,15.94911777,1.132469534,-3.064363854,15/02/2009 2:15,15/02/2009 2:46,30.84996667,
79,M1,11,1781442.868,1781446.896,2402139.843,2402139.326,4.061165633,-0.127543317,NA,15/02/2009 3:31,15/02/2009 4:00,29.68333333,
80,M1,12,1781456.911,1781367.075,2402136.873,2402106.091,94.96304361,-2.8114807,NA,15/02/2009 4:45,15/02/2009 5:15,29.36665,
81,M1,12,1781367.075,1781447.507,2402106.091,2402126.816,83.05849813,0.252178147,3.063658847,15/02/2009 5:15,15/02/2009 5:45,30.5667,
82,M1,12,1781447.507,1781450.934,2402126.816,2402128.166,3.683908857,0.375468504,0.123290357,15/02/2009 5:45,15/02/2009 6:15,29.43331667,
83,M1,12,1781450.934,1781452.89,2402128.166,2402123.117,5.415052317,-1.201185972,-1.576654475,15/02/2009 6:15,15/02/2009 6:45,30.00003333,
84,M1,12,1781452.89,1781366.704,2402123.117,2402097.976,89.77804951,-2.857762346,-1.656576374,15/02/2009 6:45,15/02/2009 7:15,29.86665,
85,M1,12,1781366.704,1781370.707,2402097.976,2402054.698,43.46243846,-1.478562886,1.37919946,15/02/2009 7:15,15/02/2009 7:45,30.51668333,
86,M1,12,1781370.707,1781367.551,2402054.698,2402228.475,173.8048163,1.588955514,3.0675184,15/02/2009 7:45,15/02/2009 8:16,31.15,
87,M1,12,1781367.551,1781364.498,2402228.475,2402232.116,4.751932344,2.268548613,0.679593099,15/02/2009 8:16,15/02/2009 8:45,28.34998333,
88,M1,12,1781364.498,1781370.627,2402232.116,2402237.815,8.368961581,0.749163756,-1.519384857,15/02/2009 8:45,15/02/2009 9:15,30.11666667,
89,M1,12,1781370.627,1781361.643,2402237.815,2402227.57,13.6259548,-2.290656829,-3.039820585,15/02/2009 9:15,15/02/2009 9:45,29.91665,
90,M1,12,1781361.643,1781469.231,2402227.57,2402131.36,144.3313259,-0.729626353,1.561030476,15/02/2009 9:45,15/02/2009 10:15,30.65003333,
91,M1,13,1781473.427,1781453.785,2402142.609,2402137.856,20.20936891,-2.904209705,NA,15/02/2009 11:00,15/02/2009 11:30,30.0333,
92,M1,13,1781453.785,1781469.333,2402137.856,2402117.041,25.98165208,-0.929229699,1.974980006,15/02/2009 11:30,15/02/2009 12:00,30.00001667,
93,M1,13,1781469.333,1781450.65,2402117.041,2402132.831,24.46207913,2.43993167,-2.914023938,15/02/2009 12:00,15/02/2009 12:31,30.64996667,
94,M1,14,1782133.24,1782078.91,2401913.794,2402059.185,155.2103217,1.928413394,NA,15/02/2009 23:16,15/02/2009 23:45,29.03331667,
95,M1,14,1782078.91,1782054.911,2402059.185,2402058.062,24.02508434,-3.094845248,1.259926666,15/02/2009 23:45,16/02/2009 0:15,29.68335,
96,M1,14,1782054.911,1782198.333,2402058.062,2402332.674,309.8093297,1.089492169,-2.09884789,16/02/2009 0:15,16/02/2009 0:45,29.71663333,
97,M1,14,1782198.333,1782568.992,2402332.674,2403281.36,1018.525179,1.19832564,0.108833471,16/02/2009 0:45,16/02/2009 1:16,31.03336667,
98,M1,14,1782568.992,1782701.37,2403281.36,2403926.47,658.5514237,1.368403372,0.170077732,16/02/2009 1:16,16/02/2009 1:45,29.2,
99,M1,14,1782701.37,1782706.768,2403926.47,2403918.687,9.471179738,-0.964384518,-2.33278789,16/02/2009 1:45,16/02/2009 2:15,29.71663333,
100,M1,14,1782706.768,1782686.756,2403918.687,2403897.719,28.98537547,-2.332860138,-1.36847562,16/02/2009 2:15,16/02/2009 2:45,30.15001667,
101,M1,14,1782686.756,1782683.853,2403897.719,2403905.633,8.429802627,1.922424187,-2.027900983,16/02/2009 2:45,16/02/2009 3:15,30.5167,
102,M1,14,1782683.853,1782679.622,2403905.633,2403905.17,4.255886855,-3.032708924,1.328052196,16/02/2009 3:15,16/02/2009 3:45,29.33331667,
103,M1,14,1782679.622,1782680.389,2403905.17,2403908.04,2.969844011,1.309550384,-1.940925999,16/02/2009 3:45,16/02/2009 4:15,30.33333333,
104,M1,14,1782680.389,1783163.62,2403908.04,2403580.72,583.6524532,-0.595366375,-1.904916759,16/02/2009 4:15,16/02/2009 4:45,29.91666667,
105,M1,14,1783163.62,1783076.721,2403580.72,2403423.669,179.4892807,-2.076184879,-1.480818504,16/02/2009 4:45,16/02/2009 5:15,30.46665,
106,M1,14,1783076.721,1783007.522,2403423.669,2403461.16,78.70215666,2.645088773,-1.561911656,16/02/2009 5:15,16/02/2009 5:45,29.83333333,
107,M1,14,1783007.522,1782984.477,2403461.16,2403443.422,29.08072587,-2.485626015,1.15247052,16/02/2009 5:45,16/02/2009 6:15,29.84998333,
108,M1,14,1782984.477,1782661.6,2403443.422,2403933.907,587.2176088,2.15297054,-1.644588752,16/02/2009 6:15,16/02/2009 6:45,29.76666667,
109,M1,14,1782661.6,1782554.53,2403933.907,2404223.709,308.9482454,1.924701266,-0.228269274,16/02/2009 6:45,16/02/2009 7:15,30.15001667,
110,M1,14,1782554.53,1781791.193,2404223.709,2404254.147,763.9439312,3.101738846,1.17703758,16/02/2009 7:15,16/02/2009 7:45,29.91668333,
111,M1,14,1781791.193,1781762.272,2404254.147,2404268.613,32.33713836,2.677785954,-0.423952892,16/02/2009 7:45,16/02/2009 8:16,31.28331667,
112,M1,14,1781762.272,1781783.062,2404268.613,2404256.276,24.17581845,-0.535560782,3.069838571,16/02/2009 8:16,16/02/2009 8:45,29.13336666,
113,M1,14,1781783.062,1781977.864,2404256.276,2404597.066,392.5372725,1.051507161,1.587067943,16/02/2009 8:45,16/02/2009 9:15,29.84995,
114,M1,14,1781977.864,1782421.164,2404597.066,2404708.186,457.0145944,0.245606956,-0.805900205,16/02/2009 9:15,16/02/2009 9:45,29.83336667,
115,M1,14,1782421.164,1782550.466,2404708.186,2403987.581,732.1144583,-1.393250788,-1.638857744,16/02/2009 9:45,16/02/2009 10:15,30.16663333,
116,M1,14,1782550.466,1782681.873,2403987.581,2403824.681,209.2943744,-0.891999619,0.501251169,16/02/2009 10:15,16/02/2009 10:45,29.81666667,
117,M1,14,1782681.873,1782725.462,2403824.681,2403760.53,77.55821801,-0.973974278,-0.081974659,16/02/2009 10:45,16/02/2009 11:15,30.43336667,
118,M1,14,1782725.462,1782721.594,2403760.53,2403764.219,5.344962839,2.379858519,-2.929352511,16/02/2009 11:15,16/02/2009 11:45,29.49998333,
119,M1,14,1782721.594,1782723.518,2403764.219,2403764.606,1.962315854,0.198436999,-2.18142152,16/02/2009 11:45,16/02/2009 12:15,29.85,
120,M1,14,1782723.518,1782717.138,2403764.606,2403770.847,8.924139933,2.3671526,2.168715601,16/02/2009 12:15,16/02/2009 12:45,30.53331666,
121,M1,14,1782717.138,1782725.395,2403770.847,2403752.234,20.36173438,-1.153291445,2.762741263,16/02/2009 12:45,16/02/2009 13:16,30.33338333,
122,M1,15,1782734.845,1782722.952,2403764.269,2403747.05,20.92758575,-2.175275277,NA,16/02/2009 14:00,16/02/2009 14:30,30.26666667,
123,M1,15,1782722.952,1782728.811,2403747.05,2403761.749,15.82333143,1.191474393,-2.916435638,16/02/2009 14:30,16/02/2009 15:01,30.56666667,
124,M1,15,1782728.811,1782727.692,2403761.749,2403762.517,1.357290739,2.539635914,1.348161521,16/02/2009 15:01,16/02/2009 15:30,29.36661667,
125,M1,15,1782727.692,1782714.736,2403762.517,2403776.893,19.35239829,2.304300814,-0.2353351,16/02/2009 15:30,16/02/2009 16:00,29.93335,
126,M1,15,1782714.736,1782699.551,2403776.893,2403753.623,27.78669924,-2.148973005,1.829911488,16/02/2009 16:00,16/02/2009 16:30,29.90003333,
127,M1,15,1782699.551,1782732.009,2403753.623,2403748.426,32.87129144,-0.158744951,1.990228054,16/02/2009 16:30,16/02/2009 17:01,30.79998333,
128,M1,15,1782732.009,1782745.774,2403748.426,2403793.33,46.96607636,1.273345031,1.432089982,16/02/2009 17:01,16/02/2009 17:31,29.68335,
129,M1,15,1782745.774,1782729.028,2403793.33,2403782.438,19.97687512,-2.564907898,2.444932378,16/02/2009 17:31,16/02/2009 18:00,29.66666667,
130,M1,15,1782729.028,1782732.063,2403782.438,2403766.447,16.2763244,-1.383194344,1.181713554,16/02/2009 18:00,16/02/2009 18:30,29.41665,
131,M1,15,1782732.063,1782729.136,2403766.447,2403740.43,26.18079519,-1.682832292,-0.299637948,16/02/2009 18:30,16/02/2009 19:00,30.46666667,
132,M1,15,1782729.136,1782700.463,2403740.43,2403738.438,28.74186967,-3.072228512,-1.38939622,16/02/2009 19:00,16/02/2009 19:30,30.0833,
133,M1,15,1782700.463,1782773.295,2403738.438,2403720.757,74.94724556,-0.23816822,2.834060293,16/02/2009 19:30,16/02/2009 20:01,30.46671667,
134,M1,15,1782773.295,1782723.379,2403720.757,2403748.036,56.8840028,2.641440018,2.879608238,16/02/2009 20:01,16/02/2009 20:31,30.01663334,
135,M1,15,1782723.379,1782724.798,2403748.036,2403764.071,16.09826823,1.482498586,-1.158941432,16/02/2009 20:31,16/02/2009 21:00,29.5667,
136,M1,15,1782724.798,1782730.179,2403764.071,2403751.174,13.9744636,-1.175581813,-2.658080399,16/02/2009 21:00,16/02/2009 21:30,29.93331667,
137,M1,15,1782730.179,1782724.992,2403751.174,2403756.583,7.494255867,2.335217612,-2.772385883,16/02/2009 21:30,16/02/2009 22:00,30.1,
138,M1,15,1782724.992,1782729.54,2403756.583,2403750.586,7.526668648,-0.921904725,3.02606297,16/02/2009 22:00,16/02/2009 22:30,29.89996667,
139,M1,15,1782729.54,1782727.498,2403750.586,2403994.549,243.9713908,1.5791645,2.501069225,16/02/2009 22:30,16/02/2009 23:01,30.55005,
140,M1,16,1784367.564,1784838.241,2403349.709,2402885.786,660.8793653,-0.778171665,NA,17/02/2009 0:00,17/02/2009 0:30,29.91666667,
141,M1,16,1784838.241,1784784.189,2402885.786,2402138.252,749.4854663,-1.642977738,-0.864806073,17/02/2009 0:30,17/02/2009 1:01,30.76663333,
142,M1,18,1783089.289,1783110.317,2402673.956,2402680.097,21.90629831,0.284175093,NA,17/02/2009 2:45,17/02/2009 3:15,29.59998333,
143,M1,18,1783110.317,1783112.688,2402680.097,2402681.279,2.649647847,0.462399617,0.178224524,17/02/2009 3:15,17/02/2009 3:45,29.93333333,
144,M1,18,1783112.688,1782921.428,2402681.279,2402795.49,222.7654773,2.603273336,2.140873719,17/02/2009 3:45,17/02/2009 4:15,30.25,
145,M1,20,1781309.682,1781306.189,2402086.341,2402083.287,4.639741673,-2.423006511,NA,17/02/2009 5:46,17/02/2009 6:15,29.15,
146,M1,20,1781306.189,1782241.651,2402083.287,2402396.782,986.5939917,0.323360699,2.74636721,17/02/2009 6:15,17/02/2009 6:46,30.85005,
147,M1,20,1782241.651,1783080.348,2402396.782,2401200.003,1461.400732,-0.959536285,-1.282896983,17/02/2009 6:46,17/02/2009 7:15,29.38328333,
148,M1,20,1783080.348,1784056.937,2401200.003,2400844.469,1039.293011,-0.349143323,0.610392962,17/02/2009 7:15,17/02/2009 7:46,30.86666667,
149,M1,20,1784056.937,1783976.298,2400844.469,2401485.143,645.7291487,1.696003374,2.045146697,17/02/2009 7:46,17/02/2009 8:16,29.88333333,
150,M1,20,1783976.298,1784098.008,2401485.143,2401562.915,144.4369059,0.568600608,-1.127402766,17/02/2009 8:16,17/02/2009 8:45,29.40001667,
151,M1,20,1784098.008,1784694.032,2401562.915,2402336.324,976.4239721,0.914212673,0.345612064,17/02/2009 8:45,17/02/2009 9:15,29.50003333,
152,M1,20,1784694.032,1784973.877,2402336.324,2402216.817,304.294126,-0.403601499,-1.317814172,17/02/2009 9:15,17/02/2009 9:45,30.6333,
153,M1,20,1784973.877,1784891.405,2402216.817,2402761.994,551.3797374,1.720931967,2.124533466,17/02/2009 9:45,17/02/2009 10:16,30.60003333,
154,M1,20,1784891.405,1785253.656,2402761.994,2402577.753,406.4117347,-0.470505816,-2.191437783,17/02/2009 10:16,17/02/2009 10:45,29.16663334,
155,M1,20,1785253.656,1785243.554,2402577.753,2402559.966,20.45555497,-2.087331969,-1.616826153,17/02/2009 10:45,17/02/2009 11:15,29.53331666,
156,M1,21,1785362.106,1785701.119,2401989.059,2401503.809,591.9440264,-0.960986426,NA,17/02/2009 23:01,17/02/2009 23:30,28.56663333,
157,M1,21,1785701.119,1786123.982,2401503.809,2400762.759,853.2105922,-1.052254975,-0.09126855,17/02/2009 23:30,18/02/2009 0:00,30.26671667,
158,M1,21,1786123.982,1787290.004,2400762.759,2400269.847,1265.925861,-0.399946095,0.65230888,18/02/2009 0:00,18/02/2009 0:30,30.1,
159,M1,21,1787290.004,1787464.988,2400269.847,2400378.815,206.140167,0.55696729,0.956913385,18/02/2009 0:30,18/02/2009 1:00,29.99998333,
160,M1,22,1787332.694,1787001.082,2400542.986,2399975.293,657.4508005,-2.099473018,NA,18/02/2009 1:45,18/02/2009 2:15,29.41666667,
161,M1,22,1787001.082,1786056.431,2399975.293,2399664.688,994.4045273,-2.823923587,-0.724450569,18/02/2009 2:15,18/02/2009 2:45,29.75003333,
162,M1,22,1786056.431,1785811.528,2399664.688,2399936.242,365.6763032,2.304637229,-1.154624491,18/02/2009 2:45,18/02/2009 3:15,30.63335,
163,M1,22,1785811.528,1785813.807,2399936.242,2399964.842,28.69115866,1.491281914,-0.813355315,18/02/2009 3:15,18/02/2009 3:45,30.13333333,
164,M1,22,1785813.807,1785816.47,2399964.842,2399966.565,3.171219662,0.574273347,-0.917008567,18/02/2009 3:45,18/02/2009 4:15,30,
165,M1,22,1785816.47,1785819.245,2399966.565,2399961.848,5.473097384,-1.038909398,-1.613182745,18/02/2009 4:15,18/02/2009 4:45,29.96661667,
166,M1,22,1785819.245,1785494.288,2399961.848,2401115.77,1198.804783,1.845298728,2.884208126,18/02/2009 4:45,18/02/2009 5:15,29.93335,
167,M1,22,1785494.288,1785560.731,2401115.77,2401863.511,750.6875002,1.482170762,-0.363127966,18/02/2009 5:15,18/02/2009 5:45,29.85003333,
168,M1,22,1785560.731,1784971.447,2401863.511,2402357.787,769.1318708,2.443651561,0.961480799,18/02/2009 5:45,18/02/2009 6:15,29.54996667,
169,M1,22,1784971.447,1784695.925,2402357.787,2402465.006,295.648858,2.770477059,0.326825498,18/02/2009 6:15,18/02/2009 6:45,30.60003333,
170,M1,22,1784695.925,1784627.489,2402465.006,2403204.001,742.1575214,1.663140342,-1.107336717,18/02/2009 6:45,18/02/2009 7:15,29.53328333,
171,M1,22,1784627.489,1784022.932,2403204.001,2402857.644,696.7441597,-2.6213298,1.998715166,18/02/2009 7:15,18/02/2009 7:45,30.50003333,
172,M1,22,1784022.932,1785083.822,2402857.644,2402657.86,1079.537471,-0.1861371,2.4351927,18/02/2009 7:45,18/02/2009 8:15,29.4333,
173,M1,23,1786001.32,1785791.456,2402196.654,2401959.423,316.7351915,-2.295061109,NA,18/02/2009 9:01,18/02/2009 9:30,29.6667,
174,M1,25,1784230.185,1783197.948,2403327.588,2402353.01,1419.617714,-2.384918318,NA,18/02/2009 23:46,19/02/2009 0:16,29.68331667,
175,M1,25,1783197.948,1783029.149,2402353.01,2402204.307,224.9575221,-2.419401888,-0.03448357,19/02/2009 0:16,19/02/2009 0:45,29.66665,
176,M1,28,1781201,1781240.06,2402251.152,2402172.934,87.42886123,-1.107650728,NA,19/02/2009 5:02,19/02/2009 5:31,29.59998333,
177,M1,28,1781240.06,1781237.416,2402172.934,2402138.867,34.169407,-1.648238179,-0.540587451,19/02/2009 5:31,19/02/2009 6:00,29.13333333,
